Country,Year,Month,CumulativeTotalCases,MonthlyNewCases,ActiveCases,CumulativeTotalDeaths,MonthlyNewDeaths
Maldives,2020,10,343649,1368,31927,1105,4
Maldives,2020,11,369915,1352,27857,1280,8
Maldives,2020,12,415623,746,19895,1478,2
Maldives,2021,1,451652,2084,29629,1533,4
Maldives,2021,2,500324,3952,63541,1602,10
Maldives,2021,3,679662,4286,79411,2004,5
Maldives,2021,4,792272,5756,95570,2068,6
Maldives,2021,5,1427554,34561,497277,3343,88
Maldives,2021,6,2115375,9402,320664,5895,49
Maldives,2021,7,2346890,3634,84930,6696,11
Maldives,2021,8,2457769,3680,62372,6911,5
Maldives,2021,9,2495393,3697,54904,6846,5
Maldives,2021,10,2671245,2829,44340,7349,12
Maldives,2021,11,2698123,4012,60073,7403,7
Maldives,2021,12,2902606,4050,60651,7995,12
Maldives,2022,1,3388510,43180,272016,8277,14
Maldives,2022,2,4449649,31312,449908,8068,21
Maldives,2022,3,5419301,6801,403619,9211,1
Maldives,2022,4,5349983,2178,430433,8940,0
Maldives,2022,5,2510266,312,214476,4172,0
Mali,2020,2,0,0,0,0,0
Mali,2020,3,106,26,100,6,1
Mali,2020,4,5898,462,4092,382,24
Mali,2020,5,26486,775,10900,1544,51
Mali,2020,6,53895,916,17497,3042,39
Mali,2020,7,75197,354,17303,3753,8
Mali,2020,8,81775,241,15815,3875,2
Mali,2020,9,88671,342,15333,3846,5
Mali,2020,10,104007,436,20079,4105,5
Mali,2020,11,120596,1156,27791,4254,20
Mali,2020,12,183402,2380,60118,6461,113
Mali,2021,1,239845,1001,61109,9506,61
Mali,2021,2,230661,285,47888,9577,23
Mali,2021,3,282009,1666,66976,11345,32
Mali,2021,4,370821,3816,133646,12899,99
Mali,2021,5,438703,409,137110,15702,33
Mali,2021,6,430658,159,116423,15667,8
Mali,2021,7,449503,158,70413,16396,7
Mali,2021,8,456116,305,4766,16597,7
Mali,2021,9,451096,330,8822,16325,9
Mali,2021,10,484350,854,18658,17232,15
Mali,2021,11,502106,1361,37658,17612,43
Mali,2021,12,590016,3574,65067,19719,54
Mali,2022,1,843565,9044,111180,21381,54
Mali,2022,2,847699,329,45373,20093,8
Mali,2022,3,943441,103,3823,22504,5
Mali,2022,4,919194,349,5131,21888,5
Mali,2022,5,432908,170,2518,10257,1
Malta,2020,2,0,0,0,0,0
Malta,2020,3,1722,166,1686,0,0
Malta,2020,4,11099,296,7697,71,3
Malta,2020,5,16920,153,2799,181,5
Malta,2020,6,19477,52,1065,270,0
Malta,2020,7,21177,69,452,279,0
Malta,2020,8,40447,1144,13962,295,3
Malta,2020,9,74643,1175,15516,590,23
Malta,2020,10,137553,2984,36628,1426,27
Malta,2020,11,242409,3831,61601,2912,75
Malta,2020,12,352991,2901,52866,5572,82
Malta,2021,1,476588,5129,74514,7450,48
Malta,2021,2,559054,4579,69288,8202,48
Malta,2021,3,823697,6551,81720,11033,77
Malta,2021,4,893451,1259,16045,12166,21
Malta,2021,5,944429,243,4974,12933,6
Malta,2021,6,917530,88,1487,12584,1
Malta,2021,7,997617,3672,42141,13036,3
Malta,2021,8,1095777,1876,38540,13380,18
Malta,2021,9,1104365,978,30140,13514,16
Malta,2021,10,1160270,504,20352,14241,4
Malta,2021,11,1151917,1782,31270,13901,7
Malta,2021,12,1325636,13038,111574,14612,9
Malta,2022,1,1940896,15244,311286,15791,73
Malta,2022,2,1959598,3558,55938,16369,55
Malta,2022,3,2298164,8264,80892,19192,33
Malta,2022,4,2624055,12202,213427,20132,60
Malta,2022,5,1298106,1705,46089,9912,15
Marshall Islands,2020,2,0,0,0,0,0
Marshall Islands,2020,3,0,0,0,0,0
Marshall Islands,2020,4,0,0,0,0,0
Marshall Islands,2020,5,0,0,0,0,0
Marshall Islands,2020,6,0,0,0,0,0
Marshall Islands,2020,7,0,0,0,0,0
Marshall Islands,2020,8,0,0,0,0,0
Marshall Islands,2020,9,0,0,0,0,0
Marshall Islands,2020,10,4,0,4,0,0
Marshall Islands,2020,11,72,3,51,0,0
Marshall Islands,2020,12,124,0,0,0,0
Marshall Islands,2021,1,124,0,0,0,0
Marshall Islands,2021,2,112,0,0,0,0
Marshall Islands,2021,3,124,0,0,0,0
Marshall Islands,2021,4,120,0,0,0,0
Marshall Islands,2021,5,124,0,0,0,0
Marshall Islands,2021,6,120,0,0,0,0
Marshall Islands,2021,7,124,0,0,0,0
Marshall Islands,2021,8,124,0,0,0,0
Marshall Islands,2021,9,120,0,0,0,0
Marshall Islands,2021,10,124,0,0,0,0
Marshall Islands,2021,11,120,0,0,0,0
Marshall Islands,2021,12,124,0,0,0,0
Marshall Islands,2022,1,205,3,45,0,0
Marshall Islands,2022,2,196,0,0,0,0
Marshall Islands,2022,3,217,0,0,0,0
Marshall Islands,2022,4,339,10,115,0,0
Marshall Islands,2022,5,238,0,42,0,0
Martinique,2020,2,0,0,0,0,0
Martinique,2020,3,988,126,943,18,2
Martinique,2020,4,4777,50,2689,266,11
Martinique,2020,5,5897,22,2709,434,0
Martinique,2020,6,6509,42,3149,420,0
Martinique,2020,7,7991,27,4497,456,1
Martinique,2020,8,11984,346,8456,490,1
Martinique,2020,9,31577,928,28078,559,5
Martinique,2020,10,70030,2009,66247,745,9
Martinique,2020,11,140085,1861,136053,1092,10
Martinique,2020,12,177605,678,173270,1297,3
Martinique,2021,1,193772,311,189376,1358,2
Martinique,2021,2,184014,285,180010,1260,0
Martinique,2021,3,224650,1617,220142,1470,6
Martinique,2021,4,292511,2949,287699,1872,24
Martinique,2021,5,363599,707,357809,2752,20
Martinique,2021,6,364892,414,359033,2919,3
Martinique,2021,7,443577,6775,437322,3145,13
Martinique,2021,8,887096,18043,876625,7247,331
Martinique,2021,9,1179184,3937,1160138,15926,166
Martinique,2021,10,1298716,1505,1275718,19774,62
Martinique,2021,11,1324393,2867,1300289,20984,48
Martinique,2021,12,1442206,2972,1415937,23045,61
Martinique,2022,1,1994748,34340,1966649,24875,47
Martinique,2022,2,2895805,30088,2868891,24002,50
Martinique,2022,3,4071417,32146,4040188,28005,38
Martinique,2022,4,4467386,8206,4436678,27588,12
Martinique,2022,5,2145542,0,2131122,12964,0
Mauritania,2020,2,0,0,0,0,0
Mauritania,2020,3,49,5,41,2,0
Mauritania,2020,4,204,2,62,30,0
Mauritania,2020,5,4057,522,3583,182,22
Mauritania,2020,6,67050,3833,47223,2572,106
Mauritania,2020,7,172865,1947,71714,4564,28
Mauritania,2020,8,208246,738,21061,4882,2
Mauritania,2020,9,219109,454,8759,4821,2
Mauritania,2020,10,235602,201,3965,5044,2
Mauritania,2020,11,240636,898,9206,5017,14
Mauritania,2020,12,357674,5763,77756,7814,170
Mauritania,2021,1,491063,2271,40172,12270,75
Mauritania,2021,2,475129,572,8863,12060,19
Mauritania,2021,3,542837,640,7644,13784,8
Mauritania,2021,4,543196,555,6916,13560,6
Mauritania,2021,5,586263,1145,11272,14194,8
Mauritania,2021,6,605498,1261,14894,14301,26
Mauritania,2021,7,701041,4883,42386,15853,73
Mauritania,2021,8,935507,7889,99225,19939,153
Mauritania,2021,9,1052350,2450,36902,22654,60
Mauritania,2021,10,1136274,1290,14972,24403,22
Mauritania,2021,11,1148549,1946,23662,24365,35
Mauritania,2021,12,1241972,2207,21389,26401,34
Mauritania,2022,1,1631974,16770,219764,28138,87
Mauritania,2022,2,1639213,390,13570,27210,26
Mauritania,2022,3,1818401,36,609,30407,3
Mauritania,2022,4,1760396,19,297,29460,0
Mauritania,2022,5,822470,152,895,13748,0
Mauritius,2020,2,0,0,0,0,0
Mauritius,2020,3,888,148,866,22,2
Mauritius,2020,4,9455,201,5214,248,7
Mauritius,2020,5,10931,3,683,310,0
Mauritius,2020,6,10736,6,692,300,0
Mauritius,2020,7,11242,3,677,310,0
Mauritius,2020,8,11376,12,707,310,0
Mauritius,2020,9,11512,26,1075,300,0
Mauritius,2020,10,13529,64,1725,310,0
Mauritius,2020,11,15099,66,1966,300,0
Mauritius,2020,12,16992,24,1676,310,0
Mauritius,2021,1,17983,45,1663,310,0
Mauritius,2021,2,17674,43,1929,280,0
Mauritius,2021,3,24911,444,6087,310,0
Mauritius,2021,4,37526,193,10991,422,6
Mauritius,2021,5,42024,176,6093,527,2
Mauritius,2021,6,53048,554,13771,540,0
Mauritius,2021,7,86120,1786,17044,574,2
Mauritius,2021,8,200810,6456,64148,711,11
Mauritius,2021,9,403608,4969,148907,1576,53
Mauritius,2021,10,500319,2028,95728,4040,92
Mauritius,2021,11,582692,4293,48903,9452,351
Mauritius,2021,12,704146,1950,28235,21783,259
Mauritius,2022,1,767760,2742,22130,25092,36
Mauritius,2022,2,799189,5496,48547,24009,82
Mauritius,2022,3,1067192,4680,66490,29028,64
Mauritius,2022,4,1116304,1231,33219,29587,27
Mauritius,2022,5,528715,201,9866,13943,1
Mayotte,2020,2,0,0,0,0,0
Mayotte,2020,3,527,93,506,1,0
Mayotte,2020,4,7785,445,5000,92,3
Mayotte,2020,5,37977,1160,15650,463,17
Mayotte,2020,6,68951,904,10981,861,13
Mayotte,2020,7,86042,359,6138,1138,5
Mayotte,2020,8,97646,339,6808,1214,1
Mayotte,2020,9,104151,478,14029,1202,2
Mayotte,2020,10,126519,587,33299,1336,2
Mayotte,2020,11,146654,815,56329,1405,5
Mayotte,2020,12,172433,709,78933,1616,6
Mayotte,2021,1,210751,2341,117084,1783,6
Mayotte,2021,2,370583,8630,285328,2263,48
Mayotte,2021,3,580120,2440,483939,4297,52
Mayotte,2021,4,579030,0,485095,5015,9
Mayotte,2021,5,598331,0,501155,5292,3
Mayotte,2021,6,581169,104,487047,5202,1
Mayotte,2021,7,602864,89,505586,5394,0
Mayotte,2021,8,608049,286,510748,5417,1
Mayotte,2021,9,602215,494,508012,5283,3
Mayotte,2021,10,633413,281,535909,5620,7
Mayotte,2021,11,623720,418,529250,5550,0
Mayotte,2021,12,659655,1759,562036,5735,0
Mayotte,2022,1,991556,13629,893898,5774,2
Mayotte,2022,2,1023870,301,935642,5236,0
Mayotte,2022,3,1138552,83,1040871,5797,0
Mayotte,2022,4,1110201,618,1015671,5610,0
Mayotte,2022,5,523082,0,478968,2618,0
Mexico,2020,2,6,2,-24,30,0
Mexico,2020,3,7135,1124,6617,327,57
Mexico,2020,4,218313,17247,90404,37717,3822
Mexico,2020,5,1537110,71973,187293,343522,15334
Mexico,2020,6,4704695,137459,491592,886074,20084
Mexico,2020,7,10230367,201864,2389166,1589690,23452
Mexico,2020,8,16449674,185489,3362328,2271012,19078
Mexico,2020,9,20819580,146939,3855507,2666147,12925
Mexico,2020,10,26017817,156712,4120270,3123219,12383
Mexico,2020,11,30152843,188260,4304762,3445472,15463
Mexico,2020,12,39274405,306864,6004673,4134361,22595
Mexico,2021,1,50214166,443295,7421887,5055599,36737
Mexico,2021,2,55468908,226898,6941134,5470542,22873
Mexico,2021,3,67143681,148782,7645169,6569612,12459
Mexico,2021,4,68734645,108024,7509627,6635927,7044
Mexico,2021,5,73742685,71876,7891061,7016446,3438
Mexico,2021,6,73837242,100354,8131705,6910042,5057
Mexico,2021,7,81945657,316279,10128387,7318487,7653
Mexico,2021,8,96013372,511821,12555315,7720877,18035
Mexico,2021,9,105711501,314131,11491360,8068189,18481
Mexico,2021,10,116018164,150370,11081058,8787219,11304
Mexico,2021,11,115394159,78801,10417991,8736698,5674
Mexico,2021,12,121682348,85120,10839143,9208154,5335
Mexico,2022,1,135681594,960383,16989264,9354610,6608
Mexico,2022,2,147828198,576036,13222071,8757760,12193
Mexico,2022,3,173752925,150972,12064873,9955808,4862
Mexico,2022,4,171433440,81692,11290022,9713479,1346
Mexico,2022,5,80409184,6883,5268922,4541929,171
Micronesia,2020,2,0,0,0,0,0
Micronesia,2020,3,0,0,0,0,0
Micronesia,2020,4,0,0,0,0,0
Micronesia,2020,5,0,0,0,0,0
Micronesia,2020,6,0,0,0,0,0
Micronesia,2020,7,0,0,0,0,0
Micronesia,2020,8,0,0,0,0,0
Micronesia,2020,9,0,0,0,0,0
Micronesia,2020,10,0,0,0,0,0
Micronesia,2020,11,0,0,0,0,0
Micronesia,2020,12,0,0,0,0,0
Micronesia,2021,1,21,0,17,0,0
Micronesia,2021,2,28,0,0,0,0
Micronesia,2021,3,31,0,0,0,0
Micronesia,2021,4,30,0,0,0,0
Micronesia,2021,5,31,0,0,0,0
Micronesia,2021,6,30,0,0,0,0
Micronesia,2021,7,31,0,0,0,0
Micronesia,2021,8,31,0,0,0,0
Micronesia,2021,9,30,0,0,0,0
Micronesia,2021,10,31,0,0,0,0
Micronesia,2021,11,30,0,0,0,0
Micronesia,2021,12,31,0,0,0,0
Micronesia,2022,1,31,0,0,0,0
Micronesia,2022,2,28,0,0,0,0
Micronesia,2022,3,31,0,0,0,0
Micronesia,2022,4,46,6,16,0,0
Micronesia,2022,5,98,0,84,0,0
Moldova,2020,2,0,0,0,0,0
Moldova,2020,3,2344,352,2269,21,3
Moldova,2020,4,62690,3544,49911,1594,114
Moldova,2020,5,183842,4354,95675,6349,177
Moldova,2020,6,370715,8362,149906,12599,252
Moldova,2020,7,633899,8120,194502,20700,232
Moldova,2020,8,948327,12187,261945,27746,216
Moldova,2020,9,1336462,16122,332027,34851,329
Moldova,2020,10,2024123,22998,513287,48159,478
Moldova,2020,11,2719636,31324,473542,61868,553
Moldova,2020,12,4002186,37454,407879,84817,755
Moldova,2021,1,4724038,14986,224011,104672,489
Moldova,2021,2,4799569,25649,267297,108315,583
Moldova,2021,3,6450183,44788,621194,146770,1187
Moldova,2021,4,7299198,20596,300521,177568,919
Moldova,2021,5,7860911,4349,73719,201479,340
Moldova,2021,6,7678385,1548,14798,200385,92
Moldova,2021,7,7995680,2744,11131,209230,68
Moldova,2021,8,8152502,8048,53834,212934,160
Moldova,2021,9,8382196,26866,194463,213381,382
Moldova,2021,10,9795627,43376,389151,241628,1017
Moldova,2021,11,10600667,26006,311091,273042,1346
Moldova,2021,12,11498018,12381,153773,310376,582
Moldova,2022,1,12338409,64543,577173,324085,367
Moldova,2022,2,13509636,61102,908087,307026,574
Moldova,2022,3,15770137,11642,199182,351932,215
Moldova,2022,4,15477354,3544,55357,344194,58
Moldova,2022,5,7237804,0,18970,160846,0
Monaco,2020,2,2,0,2,0,0
Monaco,2020,3,434,39,392,4,1
Monaco,2020,4,1802,25,766,30,0
Monaco,2020,5,2070,4,55,31,0
Monaco,2020,6,2094,3,64,30,0
Monaco,2020,7,2470,14,296,31,0
Monaco,2020,8,3273,52,698,31,0
Monaco,2020,9,5375,80,1269,36,1
Monaco,2020,10,8263,141,1293,62,0
Monaco,2020,11,15872,250,2766,74,1
Monaco,2020,12,22056,266,2773,93,0
Monaco,2021,1,36752,614,6345,214,10
Monaco,2021,2,49492,467,6319,577,11
Monaco,2021,3,65959,332,5127,831,4
Monaco,2021,4,71688,166,2831,922,4
Monaco,2021,5,77160,50,772,992,0
Monaco,2021,6,76111,73,691,990,1
Monaco,2021,7,83433,312,2302,1023,0
Monaco,2021,8,95099,312,3544,1023,0
Monaco,2021,9,98311,113,1594,990,0
Monaco,2021,10,104205,102,995,1052,3
Monaco,2021,11,106088,351,2259,1080,0
Monaco,2021,12,134384,1400,8265,1138,2
Monaco,2022,1,209472,3192,15098,1334,7
Monaco,2022,2,253105,1052,6876,1370,6
Monaco,2022,3,310367,1347,7847,1632,3
Monaco,2022,4,340152,1012,5851,1620,0
Monaco,2022,5,166839,234,1600,756,0
Mongolia,2020,2,0,0,0,0,0
Mongolia,2020,3,153,11,149,0,0
Mongolia,2020,4,782,26,612,0,0
Mongolia,2020,5,3072,141,2351,0,0
Mongolia,2020,6,6047,41,2627,0,0
Mongolia,2020,7,7976,71,1624,0,0
Mongolia,2020,8,9191,10,798,0,0
Mongolia,2020,9,9326,12,330,0,0
Mongolia,2020,10,10052,33,431,0,0
Mongolia,2020,11,15037,445,5185,0,0
Mongolia,2020,12,29894,424,14687,3,0
Mongolia,2021,1,46561,564,15099,58,1
Mongolia,2021,2,65887,1128,17560,56,0
Mongolia,2021,3,144609,5540,42742,127,6
Mongolia,2021,4,613962,27532,275587,1310,102
Mongolia,2021,5,1500527,22460,304153,6294,166
Mongolia,2021,6,2528595,57039,706361,11950,287
Mongolia,2021,7,4447942,48677,662191,22040,252
Mongolia,2021,8,5759952,49665,310041,27259,122
Mongolia,2021,9,7923502,90264,556103,32397,340
Mongolia,2021,10,10386319,55312,937089,47308,457
Mongolia,2021,11,11185846,22132,1731568,56598,269
Mongolia,2021,12,11969607,7833,2195520,63151,56
Mongolia,2022,1,12743145,54031,2967618,64591,50
Mongolia,2022,2,12769687,20819,3938478,60041,59
Mongolia,2022,3,14474807,4124,4696416,67455,9
Mongolia,2022,4,14077717,1550,4614723,65314,2
Mongolia,2022,5,6578390,0,2162300,30506,0
Montenegro,2020,2,0,0,0,0,0
Montenegro,2020,3,721,107,711,10,1
Montenegro,2020,4,8190,213,6050,122,5
Montenegro,2020,5,10037,2,640,269,2
Montenegro,2020,6,10921,224,1194,277,3
Montenegro,2020,7,56712,2564,40911,898,37
Montenegro,2020,8,124250,1723,33458,2322,51
Montenegro,2020,9,229095,6510,72575,3891,69
Montenegro,2020,10,465475,7272,125414,7083,132
Montenegro,2020,11,821141,16648,264942,11871,198
Montenegro,2020,12,1312373,12982,302055,18579,183
Montenegro,2021,1,1704974,13412,270992,23035,123
Montenegro,2021,2,1930633,14175,228157,25218,198
Montenegro,2021,3,2615404,15384,256427,35649,271
Montenegro,2021,4,2846834,6171,115610,42052,221
Montenegro,2021,5,3061098,2234,45346,48170,89
Montenegro,2021,6,2999422,629,13077,48024,29
Montenegro,2021,7,3123712,1675,15418,50277,17
Montenegro,2021,8,3332082,13458,144476,51509,94
Montenegro,2021,9,3718440,16114,234448,54814,199
Montenegro,2021,10,4269287,12815,158146,62621,180
Montenegro,2021,11,4563586,13062,129312,66321,204
Montenegro,2021,12,4996720,12658,85776,73257,104
Montenegro,2022,1,6216365,49741,402733,76880,153
Montenegro,2022,2,6341063,10432,93159,73820,116
Montenegro,2022,3,7186281,2895,26530,83484,22
Montenegro,2022,4,7023997,2126,17580,81273,12
Montenegro,2022,5,3300460,984,8986,38036,4
Montserrat,2020,2,0,0,0,0,0
Montserrat,2020,3,38,4,38,0,0
Montserrat,2020,4,286,6,249,6,0
Montserrat,2020,5,341,0,47,31,0
Montserrat,2020,6,330,0,0,30,0
Montserrat,2020,7,365,2,24,31,0
Montserrat,2020,8,403,0,14,31,0
Montserrat,2020,9,390,0,0,30,0
Montserrat,2020,10,403,0,0,31,0
Montserrat,2020,11,390,0,0,30,0
Montserrat,2020,12,403,0,0,31,0
Montserrat,2021,1,403,0,0,31,0
Montserrat,2021,2,508,7,121,28,0
Montserrat,2021,3,620,0,60,31,0
Montserrat,2021,4,600,0,0,30,0
Montserrat,2021,5,620,0,0,31,0
Montserrat,2021,6,600,0,0,30,0
Montserrat,2021,7,638,1,18,31,0
Montserrat,2021,8,733,8,83,31,0
Montserrat,2021,9,956,5,138,30,0
Montserrat,2021,10,1246,7,194,31,0
Montserrat,2021,11,1269,3,73,30,0
Montserrat,2021,12,1378,2,32,31,0
Montserrat,2022,1,3931,117,1126,31,0
Montserrat,2022,2,4566,1,20,49,1
Montserrat,2022,3,5264,11,86,62,0
Montserrat,2022,4,5488,66,217,60,0
Montserrat,2022,5,7120,506,3378,28,0
Morocco,2020,2,0,0,0,0,0
Morocco,2020,3,3788,616,3479,192,36
Morocco,2020,4,71867,3806,58733,3613,134
Morocco,2020,5,203338,3384,90113,5918,35
Morocco,2020,6,284411,4726,42548,6388,23
Morocco,2020,7,530553,11789,101429,8419,125
Morocco,2020,8,1322632,38268,359691,21708,788
Morocco,2020,9,2767280,61063,517388,50282,1053
Morocco,2020,10,5233086,95431,793890,89160,1501
Morocco,2020,11,8764895,137252,1340516,144814,2151
Morocco,2020,12,12547642,82857,1071317,208724,1542
Morocco,2021,1,14188137,31964,549739,244897,887
Morocco,2021,2,13392533,12497,279778,237355,348
Morocco,2021,3,15182695,12443,134755,270780,195
Morocco,2021,4,15128193,15152,142927,267865,205
Morocco,2021,5,15974439,7967,100484,281899,124
Morocco,2021,6,15749902,12145,106788,276652,149
Morocco,2021,7,17348581,92167,534975,293362,489
Morocco,2021,8,23492706,237420,2190251,346153,2864
Morocco,2021,9,27248648,72123,893693,409904,1618
Morocco,2021,10,29174026,13074,211828,450064,401
Morocco,2021,11,28449179,3772,104950,442222,108
Morocco,2021,12,29552655,13175,84539,459034,73
Morocco,2022,1,32507402,169624,1399887,466186,551
Morocco,2022,2,32302381,28259,469308,441694,588
Morocco,2022,3,36030162,2299,37932,497228,72
Morocco,2022,4,34927620,1679,18090,481894,9
Morocco,2022,5,16313662,753,5431,224981,2
Mozambique,2020,2,0,0,0,0,0
Mozambique,2020,3,56,7,56,0,0
Mozambique,2020,4,1062,68,911,0,0
Mozambique,2020,5,4381,178,2986,11,1
Mozambique,2020,6,17864,635,12824,104,4
Mozambique,2020,7,41760,975,28329,290,5
Mozambique,2020,8,88562,2052,48808,569,12
Mozambique,2020,9,179950,4812,74747,1175,38
Mozambique,2020,10,332795,4141,79899,2356,31
Mozambique,2020,11,432481,2832,57628,3378,39
Mozambique,2020,12,532505,2941,56112,4518,35
Mozambique,2021,1,831521,20012,228339,7624,201
Mozambique,2021,2,1405822,20696,494666,14789,274
Mozambique,2021,3,2000118,8229,416854,22456,134
Mozambique,2021,4,2069494,2338,227686,23889,39
Mozambique,2021,5,2182231,878,35592,25623,22
Mozambique,2021,6,2172941,5609,44374,25447,42
Mozambique,2021,7,3012664,45624,572859,34282,556
Mozambique,2021,8,4273266,24288,597329,52885,430
Mozambique,2021,9,4480929,4407,145788,56882,53
Mozambique,2021,10,4683088,569,26936,59662,13
Mozambique,2021,11,4543097,256,3522,58081,11
Mozambique,2021,12,4993888,37532,259014,60600,65
Mozambique,2022,1,6650062,34747,840136,65567,167
Mozambique,2022,2,6290496,1220,122270,61244,19
Mozambique,2022,3,6980709,209,43061,68140,8
Mozambique,2022,4,6759601,128,1622,66013,1
Mozambique,2022,5,3155990,109,855,30814,0
Myanmar,2020,2,0,0,0,0,0
Myanmar,2020,3,68,13,67,1,0
Myanmar,2020,4,2399,135,2111,110,5
Myanmar,2020,5,5776,74,2791,186,0
Myanmar,2020,6,7991,75,2398,180,0
Myanmar,2020,7,10332,54,1882,186,0
Myanmar,2020,8,13829,529,3534,186,0
Myanmar,2020,9,147318,12491,105561,2485,304
Myanmar,2020,10,1037537,39333,523808,24729,927
Myanmar,2020,11,2128623,38007,494256,47792,704
Myanmar,2020,12,3427806,33917,562669,72559,741
Myanmar,2021,1,4135802,15515,416666,90908,449
Myanmar,2021,2,3962463,1751,245868,89139,68
Myanmar,2021,3,4407457,538,225037,99277,7
Myanmar,2021,4,4278624,383,226038,96191,3
Myanmar,2021,5,4436743,812,241399,99600,8
Myanmar,2021,6,4429479,13648,325422,97649,117
Myanmar,2021,7,6891196,141908,1679293,163264,6000
Myanmar,2021,8,10985696,100097,1983212,407116,6055
Myanmar,2021,9,13127175,64794,977172,502280,2346
Myanmar,2021,10,15035393,35997,780591,567160,962
Myanmar,2021,11,15400013,22329,272953,568072,407
Myanmar,2021,12,16346983,8432,127049,595193,164
Myanmar,2022,1,16526460,4698,83310,598250,42
Myanmar,2022,2,15549726,52359,433839,541105,58
Myanmar,2022,3,18759621,23696,790000,601729,62
Myanmar,2022,4,18373465,1296,57836,583012,4
Myanmar,2022,5,8582317,253,22919,272076,0
Namibia,2020,2,0,0,0,0,0
Namibia,2020,3,97,9,81,0,0
Namibia,2020,4,472,5,329,0,0
Namibia,2020,5,554,8,189,0,0
Namibia,2020,6,1843,181,1284,0,0
Namibia,2020,7,33999,1924,32283,109,9
Namibia,2020,8,137480,5421,84203,1118,65
Namibia,2020,9,293487,3715,95159,3123,46
Namibia,2020,10,377670,1670,56689,4015,12
Namibia,2020,11,407143,1445,28287,4192,18
Namibia,2020,12,559164,9561,66624,5264,54
Namibia,2021,1,923307,10003,90503,8719,147
Namibia,2021,2,1015143,4901,42686,10897,72
Namibia,2021,3,1287688,5294,65396,14635,99
Namibia,2021,4,1389191,4212,45742,17649,119
Namibia,2021,5,1597203,7198,78952,22563,188
Namibia,2021,6,2087135,34368,337489,33066,691
Namibia,2021,7,3358375,29005,709309,71375,1523
Namibia,2021,8,3795455,6124,275911,101114,331
Namibia,2021,9,3794201,2543,44639,103509,136
Namibia,2021,10,3978544,1338,30062,109594,43
Namibia,2021,11,3871912,271,6529,106965,19
Namibia,2021,12,4243035,18776,190504,111233,60
Namibia,2022,1,4760277,7924,273367,118258,334
Namibia,2022,2,4388475,1327,56875,111784,40
Namibia,2022,3,4881246,421,12827,124460,12
Namibia,2022,4,4742135,1087,19324,120660,6
Namibia,2022,5,2229376,1341,21736,56372,3
Nauru,2020,2,0,0,0,0,0
Nauru,2020,3,0,0,0,0,0
Nauru,2020,4,0,0,0,0,0
Nauru,2020,5,0,0,0,0,0
Nauru,2020,6,0,0,0,0,0
Nauru,2020,7,0,0,0,0,0
Nauru,2020,8,0,0,0,0,0
Nauru,2020,9,0,0,0,0,0
Nauru,2020,10,0,0,0,0,0
Nauru,2020,11,0,0,0,0,0
Nauru,2020,12,0,0,0,0,0
Nauru,2021,1,0,0,0,0,0
Nauru,2021,2,0,0,0,0,0
Nauru,2021,3,0,0,0,0,0
Nauru,2021,4,0,0,0,0,0
Nauru,2021,5,0,0,0,0,0
